Ladekurvenmessung
Zeit: 2018_05_03 14.06.18
Info: FVA3, v = 0.382, T = 40, F = 10, h =???
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
139	0.004255	-0.001827	0.001954	0.011979	-0.004621	-0.011524	-0.001662	-0.002484
140	0.004583	-0.004785	0.001789	0.005569	-0.004292	-0.011359	-0.002648	-0.000347
141	0.003104	-0.004456	0.005405	0.009678	-1.9e-05	-0.010045	-0.002977	-0.002484
142	0.001132	-0.002155	0.00146	0.005569	-0.003799	-0.011031	-0.006429	0.001625
143	0.001954	-1.9e-05	0.003926	0.010993	0.001132	-0.006757	-0.000676	0.002447
144	0.001954	-0.002155	0.004419	0.008363	-0.007579	-0.006593	-0.001005	0.00146
145	0.000967	-0.002977	0.007213	0.006391	0.001132	-0.012017	-0.005443	-0.001991
146	-0.000347	-0.002484	0.002775	0.005405	0.00294	-0.011852	0.00294	0.000803
147	0.001625	-0.004785	0.003597	0.006884	-1.9e-05	-0.009551	-0.001827	-0.001498
148	0.001954	-0.001827	0.002282	0.006391	0.001132	-0.00988	-0.004785	0.000146
149	0.003433	-0.00347	0.003597	0.005405	-0.001334	-0.012017	-0.005114	-0.001005
150	0.000474	-0.001827	0.001954	0.008035	0.001296	-0.010209	-0.007086	-0.004128
151	0.000967	-0.006264	0.003926	0.006062	-0.002977	-0.010538	-0.00725	0.002282
152	0.001132	-0.006264	0.003104	0.010664	-0.005771	-0.007908	-0.003306	-0.002648
153	0.001132	-0.002813	0.006391	0.005241	-0.003963	-0.009058	-0.004128	0.001132
154	-0.000183	-0.001827	0.002775	0.013952	-0.005771	-0.004621	-0.002977	0.001789
155	0.001954	-0.002155	0.004419	0.005734	-0.004785	-0.006757	-0.003963	-0.003799
156	-0.001005	-0.003306	0.002447	0.009021	-0.002813	-0.007579	0.000803	-0.002977
157	0.001296	-0.001498	0.007377	0.008857	-0.00347	-0.008894	-0.004128	0.000967
158	-0.000676	-0.004621	0.004583	0.00787	-0.000512	-0.004785	0.000474	-0.00232
159	-0.000676	-0.000676	0.005734	0.008528	-0.005278	-0.006593	-0.002648	0.002282
160	-0.004128	-0.001334	0.005569	0.007213	-0.006922	-0.005936	-0.002813	0.000474
161	-0.001827	-1.9e-05	0.003761	0.007542	-0.003635	-0.007086	-0.00232	0.003268
162	0.001625	-0.000841	0.001132	0.005734	0.00146	-0.007744	-0.006429	-0.002155
163	-0.001498	0.000146	0.003926	0.00787	-0.004621	-0.007579	-0.005771	-1.9e-05
164	-0.001498	-0.000512	0.006227	0.005241	-0.001498	-0.008565	-0.006429	-0.001662
165	-0.002648	-1.9e-05	0.003268	-0.000841	-0.002155	-0.005443	-0.004621	-0.001662
166	0.000967	0.000146	0.003433	0.002447	-0.001662	-0.011195	-0.001498	-0.002813
167	-0.001662	-0.003963	0.00409	0.004583	-0.000347	-0.011688	-0.001334	-0.00232
168	-0.00232	0.00294	0.00294	0.005569	-0.002484	-0.012017	-0.003635	0.000146
169	-0.001662	0.00031	-0.002155	0.009514	-0.000183	-0.005607	0.000803	-0.00232
170	-0.00232	-0.004621	0.002775	0.005734	-0.000841	-0.01251	-0.001827	-0.003142
171	-0.000183	0.000967	0.00294	0.001954	-0.004621	-0.009551	-0.003142	-0.00347
172	0.000803	-0.003963	0.000967	0.006556	-0.001498	-0.005771	-0.002813	-0.003635
173	-0.001662	0.000146	0.005734	0.007377	0.000967	-0.011195	-0.001991	-0.003799
174	-0.001498	-0.003306	0.007706	0.003761	-0.007744	-0.00988	-0.002155	-0.001991
175	-0.001991	-0.001662	0.001296	0.015102	-0.003635	-0.008401	-0.000841	-0.003306
176	-0.004785	-0.000676	0.004255	0.004255	-0.006264	-0.007415	-0.002977	0.000146
177	-0.000512	-0.001334	0.003761	0.007706	-0.004621	-0.010866	-0.000676	-0.001662
178	-0.004456	0.005898	-0.000512	0.006556	-0.00347	-0.005771	-0.00232	0.003433
179	-0.000183	0.001954	0.000967	0.007542	-0.003635	-0.009387	-0.002484	0.000639
180	-0.003635	0.000967	0.00787	0.004912	-0.003142	-0.0061	-0.000347	-0.000841
181	0.001132	-0.001662	0.001625	0.006391	-0.001662	-0.008565	-0.002977	-0.002484
182	-0.001498	-0.001991	0.000803	0.005076	-0.005607	-0.005278	-0.005278	-0.000841
183	-0.001005	-0.003799	0.002118	0.006884	-0.000347	-0.010373	-0.002648	-0.003635
184	-0.001498	0.000803	0.00294	0.007049	-0.000676	-0.009223	-0.001498	-0.003635
185	0.000146	-0.00347	0.005241	0.002611	-0.004949	-0.009223	-0.004128	-0.004128
186	-0.005278	0.00031	0.002118	0.003926	-0.00347	-0.006429	-0.000183	-0.003963
187	0.000146	-0.001498	0.006884	0.004583	-0.003635	-0.010866	-0.005771	0.001132
188	0.002611	-0.000841	-0.000512	0.005241	-0.001991	-0.011359	0.000146	-0.004292
189	0.000639	-0.001827	0.000639	0.005734	-0.003306	-0.003635	-0.001498	-0.000841
190	0.00031	0.002118	0.001132	0.006227	-0.007908	-0.004621	-1.9e-05	-0.002648
191	-0.002648	-0.002155	-0.000676	0.006391	-0.003963	-0.007415	-0.000347	-0.002648
192	0.002611	-0.003306	-0.004621	0.005405	-0.004128	-0.002648	0.00294	-0.005607
193	-0.001662	-0.000841	0.004748	0.003926	-0.004785	-0.004949	0.000474	-0.001827
194	-0.001169	0.00294	0.002447	0.008035	-0.005114	-0.004949	-0.002155	-0.011852
195	-1.9e-05	-0.002813	0.005734	0.005734	-0.001498	-0.001662	-0.000676	-0.006922
196	-0.000512	-0.001005	0.007377	0.004748	-0.005443	-0.004292	-0.002648	-0.005936
197	-0.002813	0.002775	0.005076	0.004419	-0.0061	0.00031	-0.004456	-0.006593
198	0.000967	-0.002484	0.003268	0.004912	-0.002484	-0.003635	-0.007086	-0.006922
199	-0.003142	0.001625	0.006062	-0.001005	-0.002484	-0.003963	-0.001827	-0.004785
200	-0.002813	-0.001498	0.005405	0.004255	-0.003142	-0.005443	-0.008072	-0.004456
201	-0.003799	-0.008565	0.000803	0.003433	-0.00873	-0.003963	-0.011688	-0.003799
202	-0.001498	-0.003799	0.003433	-0.000183	0.000146	-0.003306	-0.012181	-0.008072
203	-0.000347	-0.001169	0.001132	0.001296	-0.003142	-0.000512	-0.007908	-0.007086
204	-0.001005	-0.006757	0.00146	0.00409	-0.005114	-0.003306	-0.014811	-0.003306
205	-1.9e-05	-0.001991	0.003104	0.006884	-0.004949	-0.003142	-0.012346	-0.009551
206	-0.000347	0.000146	0.002282	0.003926	-0.004785	-0.005936	-0.015304	-0.005607
207	0.004419	-0.000841	0.001132	0.008035	-0.005771	-0.00232	-0.014482	-0.006757
208	-0.001169	0.000639	0.003104	0.003926	-0.008894	-0.003799	-0.014975	-0.007086
209	0.001625	-0.001991	0.002282	0.004912	-0.00725	-0.001498	-0.015304	-0.00725
210	-0.003799	-0.001334	0.004255	0.002611	-0.005936	-0.003963	-0.013003	-0.002648
211	-0.000512	0.002282	0.00146	0.004255	-0.004621	-0.001662	-0.012181	-0.003799
212	-0.001991	-1.9e-05	0.007213	0.001296	-0.008401	0.000967	-0.014153	-0.005771
213	-0.002813	-0.002977	0.001132	0.001132	-0.003306	-0.002813	-0.016948	-0.0061
214	-0.001169	-0.000512	0.002447	-0.001334	-0.002977	-0.001991	-0.009223	-0.0061
215	-0.000347	-0.002648	0.001789	-0.003142	-0.002648	-0.001005	-0.014153	-0.006429
216	-0.00347	-0.000183	0.002775	-0.001005	-0.00232	-0.004785	-0.012839	-0.008237
217	-0.001334	-0.001334	0.001132	0.00146	-0.001005	-0.001498	-0.013496	-0.013167
