Ladekurvenmessung
Zeit: 2018_05_02 15.27.09
Info: FVA3, v = 0.8059, T = 40, F = 20, h = 332.7
Ladewiderstand[Ohm]: 1012700
Störkapazität[nF]: 0.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500
Verzögerung [ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1
1389	0.193092
1390	0.195428
1391	0.194277
1392	0.194014
1393	0.19806
1394	0.195724
1395	0.193816
1396	0.19681
1397	0.191941
1398	0.195165
1399	0.195066
1400	0.19352
1401	0.194211
1402	0.190559
1403	0.196086
1404	0.194573
1405	0.196316
1406	0.192994
1407	0.195626
1408	0.195099
1409	0.194606
1410	0.192698
1411	0.193619
1412	0.192434
1413	0.193158
1414	0.194474
1415	0.19454
1416	0.195494
1417	0.193158
1418	0.196909
1419	0.193849
1420	0.19806
1421	0.195132
1422	0.197632
1423	0.195132
1424	0.196349
1425	0.193388
1426	0.195231
1427	0.192796
1428	0.193454
1429	0.192303
1430	0.191908
1431	0.197336
1432	0.194935
1433	0.19681
1434	0.196678
1435	0.196613
1436	0.199277
1437	0.199014
1438	0.19704
1439	0.1976
1440	0.196119
1441	0.199804
1442	0.201778
1443	0.198027
1444	0.198159
1445	0.198455
1446	0.19375
1447	0.19454
1448	0.197271
1449	0.199508
1450	0.196448
1451	0.199343
1452	0.197007
1453	0.198455
1454	0.196316
1455	0.197402
1456	0.199902
1457	0.19658
1458	0.199968
1459	0.199541
1460	0.198093
1461	0.197007
1462	0.198916
1463	0.196316
1464	0.196876
1465	0.196744
1466	0.198619
1467	0.197303
1468	0.196843
1469	0.197402
1470	0.198554
1471	0.201021
1472	0.197698
1473	0.202995
1474	0.200429
1475	0.201909
1476	0.200396
1477	0.197567
1478	0.198685
1479	0.194639
1480	0.195922
1481	0.199047
1482	0.194902
1483	0.197468
1484	0.199672
1485	0.196481
1486	0.200396
1487	0.197238
1488	0.203686
1489	0.200034
1490	0.201811
1491	0.203456
1492	0.200857
1493	0.199902
1494	0.201284
1495	0.195856
1496	0.198258
1497	0.198323
1498	0.200725
1499	0.198619
1500	0.198422
1501	0.201383
1502	0.19885
1503	0.200231
1504	0.200231
1505	0.201416
1506	0.201449
1507	0.200988
1508	0.200462
1509	0.199179
1510	0.199277
1511	0.199014
1512	0.197698
1513	0.198027
1514	0.197961
1515	0.197863
1516	0.199343
1517	0.195428
1518	0.20112
1519	0.199179
1520	0.201021
1521	0.200297
1522	0.2001
1523	0.19908
1524	0.199508
1525	0.201909
1526	0.203028
1527	0.197106
1528	0.196678
1529	0.196448
1530	0.195033
1531	0.196119
1532	0.195955
1533	0.197797
1534	0.197534
1535	0.198948
1536	0.19885
1537	0.200166
1538	0.197336
1539	0.200133
1540	0.195132
1541	0.20362
1542	0.195626
1543	0.197731
1544	0.20135
1545	0.196777
1546	0.199146
1547	0.201317
1548	0.196514
1549	0.195297
1550	0.195395
1551	0.199902
1552	0.198652
1553	0.198521
1554	0.200001
1555	0.196349
1556	0.200593
1557	0.198948
1558	0.201778
1559	0.199343
1560	0.199573
1561	0.200791
1562	0.198258
1563	0.199541
1564	0.197435
1565	0.198817
1566	0.198258
1567	0.196744
1568	0.197106
1569	0.20158
1570	0.198883
1571	0.199968
1572	0.201646
1573	0.202304
1574	0.194737
1575	0.200593
1576	0.199245
1577	0.199508
1578	0.198159
1579	0.196152
1580	0.199343
1581	0.198718
1582	0.197797
1583	0.197764
1584	0.201186
1585	0.197994
1586	0.198587
1587	0.196942
1588	0.197402
1589	0.198718
1590	0.198192
1591	0.194672
1592	0.195889
1593	0.191151
1594	0.199277
1595	0.197238
1596	0.196613
1597	0.196777
1598	0.194869
1599	0.195165
1600	0.195626
1601	0.19987
1602	0.196218
1603	0.199277
1604	0.197369
1605	0.196481
1606	0.199245
1607	0.195001
1608	0.195659
1609	0.197402
1610	0.195297
1611	0.198488
1612	0.195527
1613	0.195988
1614	0.198587
1615	0.197665
1616	0.195757
1617	0.195362
1618	0.196843
1619	0.192994
1620	0.196382
1621	0.195922
1622	0.19681
1623	0.194968
1624	0.195297
1625	0.19602
1626	0.19829
1627	0.197402
1628	0.198258
1629	0.197139
1630	0.194375
1631	0.196448
1632	0.196218
1633	0.198126
1634	0.1976
1635	0.199113
1636	0.196382
1637	0.195659
1638	0.196843
1639	0.197994
1640	0.195001
1641	0.194211
1642	0.192632
1643	0.197106
1644	0.195988
1645	0.200396
1646	0.198981
1647	0.196316
1648	0.197501
1649	0.20158
1650	0.202304
1651	0.197336
1652	0.197863
1653	0.19658
1654	0.19987
1655	0.194573
1656	0.197139
1657	0.193487
1658	0.194869
1659	0.199837
1660	0.197205
1661	0.198587
1662	0.197863
1663	0.195428
1664	0.196218
1665	0.200528
1666	0.198718
1667	0.197632
1668	0.19454
1669	0.198356
1670	0.195428
1671	0.198619
1672	0.197896
1673	0.192533
1674	0.195659
1675	0.196909
1676	0.197501
1677	0.195428
1678	0.197698
1679	0.192895
1680	0.194803
1681	0.196316
1682	0.200001
1683	0.189112
1684	0.197303
1685	0.196481
1686	0.198093
1687	0.194375
1688	0.19681
1689	0.194935
1690	0.196843
1691	0.195922
1692	0.19375
1693	0.196678
1694	0.196316
1695	0.194737
1696	0.197665
1697	0.199902
1698	0.199672
1699	0.198356
1700	0.199541
1701	0.196086
1702	0.197929
1703	0.198652
1704	0.196086
1705	0.195461
1706	0.195231
1707	0.192895
1708	0.195428
1709	0.195626
1710	0.196448
1711	0.195922
1712	0.195724
1713	0.196185
1714	0.197238
1715	0.195297
1716	0.202798
1717	0.19931
1718	0.195099
1719	0.195823
1720	0.196777
1721	0.193191
1722	0.19658
1723	0.19556
1724	0.196316
1725	0.198554
1726	0.197139
1727	0.196613
1728	0.199014
1729	0.192467
1730	0.193356
1731	0.198027
1732	0.192928
1733	0.195659
1734	0.194079
1735	0.19556
1736	0.196942
1737	0.19533
1738	0.194343
1739	0.197007
1740	0.194507
1741	0.195626
1742	0.192336
1743	0.192731
1744	0.195428
1745	0.193191
1746	0.196974
1747	0.195362
1748	0.197731
1749	0.196349
1750	0.197994
1751	0.192698
1752	0.192402
1753	0.19329
1754	0.194803
1755	0.192105
1756	0.195988
1757	0.193849
1758	0.196942
