Ladekurvenmessung

Zeit: 2018_05_03 11.58.49

Info: FVA3, v = 1.47, T = 60, F = 20, h = 337.9

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15
126	-0.006922	-0.001991	0.000967	-0.023357	-0.004292	-0.001991	-0.005936	-0.027631	-0.019906	-0.001169	-0.002484	0.000474	0.028744	-0.012839	-0.005278
127	-0.009058	-0.004292	0.006556	-0.021878	-0.004621	-0.004128	-0.007744	-0.030918	-0.016619	-1.9e-05	-0.003799	0.001132	0.024142	-0.010209	-0.005278
128	-0.001662	-0.004292	0.003104	-0.026645	-0.000676	-0.001498	-0.00232	-0.027302	-0.019906	-0.002648	-0.002813	0.002118	0.029401	-0.01629	-0.003963
129	-0.0061	-0.004949	0.004419	-0.024837	-0.00988	-0.003306	-0.007908	-0.027466	-0.020563	-0.002484	-0.002977	0.004748	0.02595	-0.011031	-0.006922
130	-0.00232	-0.002813	0.004255	-0.026973	-0.004456	-0.005278	-0.006264	-0.029439	-0.01514	-0.001334	0.001132	0.00294	0.024142	-0.01514	-0.007579
131	-0.004128	-0.005443	0.002611	-0.029767	-0.005114	-0.00347	-0.005936	-0.032726	-0.018098	-0.001662	-0.001827	0.000639	0.025457	-0.011688	-0.006264
132	-0.003306	-0.005114	0.001789	-0.027959	-0.004621	-0.008401	-0.002813	-0.023522	-0.013003	-0.005607	-0.00347	0.001132	0.021512	-0.015797	-0.003963
133	-0.002484	-0.004456	-0.001005	-0.02648	-0.003635	-0.004621	-0.0061	-0.027795	-0.016783	-0.000676	-0.001498	-0.004456	0.024799	-0.014153	-0.003963
134	-0.001169	-0.001662	0.002447	-0.027795	-0.003799	-0.001827	-0.000512	-0.028124	-0.017605	-0.002484	-0.001662	-0.000183	0.024306	-0.014153	-0.004292
135	-0.002155	-0.004456	0.002775	-0.027631	-0.002813	-0.001334	-0.004128	-0.02911	-0.018427	-0.002813	-0.00232	0.001954	0.020033	-0.010209	0.000639
136	-0.005278	0.000146	0.003433	-0.026152	-0.001498	-0.001991	-0.004785	-0.026809	-0.016454	-0.008072	-0.003635	0.000474	0.023484	-0.016126	-0.008072
137	-0.002648	0.004912	0.003433	-0.028124	-0.001498	-0.001169	0.00031	-0.02648	-0.016454	-0.006757	-0.002155	-0.001498	0.022498	-0.015468	-0.006429
138	0.002282	-0.001334	0.007377	-0.027302	-0.003963	-0.001498	0.000803	-0.02533	-0.012839	-0.00347	-0.002648	-0.001498	0.019211	-0.013825	-0.004785
139	0.000639	-0.001334	0.006062	-0.034041	-1.9e-05	-0.004292	0.001296	-0.025987	-0.013496	0.001132	-0.001005	0.003268	0.017074	-0.014153	-0.004456
140	-0.00232	-0.001662	0.009185	-0.027795	-0.004128	0.000146	-0.000183	-0.022043	-0.01251	0.000639	-0.000841	-0.000183	0.015266	-0.014811	-0.003963
