Ladekurvenmessung

Zeit: 2018_05_03 14.52.24

Info: SHC320, v = 0.428, T = 40, F = 20, h = 390.0

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12
115	0.00146	-0.000512	0.004255	0.001296	0.001296	0.00294	0.00294	-0.000676	0.001296	0.002611	-0.003142	0.003433
116	0.001625	-0.002648	0.001296	0.002118	0.005241	0.002775	0.009185	0.001296	-0.001991	-0.000512	-0.007579	0.002447
117	0.003268	-0.002813	-0.000183	0.000146	-0.001334	0.003268	0.00294	0.001625	0.002118	-0.005278	-0.000841	0.002775
118	0.000146	-0.000512	0.000639	-0.001334	-0.000512	0.000803	0.003597	0.000639	0.00031	-0.000841	-0.002648	0.00409
119	0.00146	-0.000183	0.001296	0.000967	0.001132	0.003597	0.004748	0.000967	0.000639	-0.005607	0.000803	0.000146
120	0.000474	0.001296	-0.000183	0.001789	0.000146	0.002282	0.001625	0.001296	0.001625	-0.000347	-0.003306	0.002282
121	0.003104	-0.002977	0.002611	0.001132	-0.001827	0.00146	0.00146	0.001625	0.004748	-0.001169	-1.9e-05	-0.004128
122	-0.001827	0.002118	0.000474	0.000803	0.001954	-0.000183	0.002447	0.003761	0.000803	0.002775	-0.001005	0.001296
123	-0.004128	0.001132	-1.9e-05	0.007706	0.004583	-0.000676	0.00031	-0.002155	-0.003142	-0.000676	0.003104	-0.001662
124	0.001296	-0.001662	0.00031	-0.001169	0.003597	0.000639	0.005405	-0.001498	0.002775	-0.000183	-0.003963	-0.006429
125	0.003104	0.000639	0.000146	-0.000183	0.002447	0.00294	0.00031	-0.001334	-1.9e-05	-0.001827	-0.000183	0.004748
126	0.001789	0.002447	0.00031	-0.002155	0.004583	0.00031	0.003104	0.00146	0.000967	0.004419	-0.000183	0.003926
127	0.003104	-0.000841	-1.9e-05	0.002611	0.002118	0.000967	0.003597	0.000967	0.002611	0.000639	-0.002813	0.002447
128	0.000803	0.002447	0.000146	-0.000841	-0.000676	0.003104	0.001789	-1.9e-05	0.002447	0.005076	0.000639	0.005569
129	0.001789	0.000146	0.00031	0.001132	0.00294	-0.004621	0.00409	0.000146	-0.000841	0.000474	-1.9e-05	0.00146
130	0.002282	0.006062	-0.000183	0.002118	0.002611	0.003268	0.003926	-0.000183	0.003597	0.000474	-0.003963	0.003268
131	0.000474	0.000474	-0.000183	0.003104	0.002775	0.001625	0.004748	0.00146	-0.000347	0.002775	-0.00232	0.000967
132	0.00294	0.000803	-0.000347	0.000967	0.000474	0.001789	-0.000183	0.002118	-0.0061	0.000146	-0.000183	0.000967
133	0.001954	0.002118	-0.000183	-1.9e-05	0.00409	0.000967	0.002447	-0.003142	-0.004292	0.002447	-0.000512	0.000967
134	0.005241	-1.9e-05	0.000146	-0.006429	-0.000183	-1.9e-05	0.006062	-0.002155	-0.001169	0.001625	-0.002813	0.000639
135	0.001789	0.001132	0.000146	0.000146	0.004255	-0.001005	0.001789	0.005076	-0.002813	0.001954	-0.000347	0.001625
136	0.001132	-0.000676	0.000146	0.001625	0.001954	0.002611	0.000146	-0.005278	-0.001991	0.000639	0.002447	0.002447
