,FileName,Kap_6_F,Kap_7_F,Kap_8_F,Kap_9_F,Kap_10_F,Oil,Speed,Temperature,Load,Film
173,2018_05_04_09_59_26_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.810737E-10,FVA3,1.05,23,20,587.3
174,2018_05_04_09_59_31_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.834582E-10,FVA3,1.05,23,20,587.3
175,2018_05_04_10_01_49_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.642053E-10,FVA3,1.05,23,20,587.3
176,2018_05_04_10_01_55_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.608915E-10,FVA3,1.05,23,20,587.3
177,2018_05_04_10_02_00_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.5429E-10,FVA3,1.05,23,20,587.3
178,2018_05_04_10_03_08_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.574534E-10,FVA3,0.747,23,20,457
179,2018_05_04_10_03_16_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.56014E-10,FVA3,0.747,23,20,457
180,2018_05_04_10_03_23_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.651893E-10,FVA3,0.747,23,20,457
181,2018_05_04_10_03_32_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.716348E-11,FVA3,0.747,23,20,457
182,2018_05_04_10_03_38_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.242985E-11,FVA3,0.747,23,20,457
183,2018_05_04_10_03_45_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.026307E-11,FVA3,0.747,23,20,457
184,2018_05_04_10_04_36_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,8.718042E-11,FVA3,1.05,23,20,591
185,2018_05_04_10_04_45_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,8.894918E-11,FVA3,1.05,23,20,591
186,2018_05_04_10_04_51_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.235314E-11,FVA3,1.05,23,20,591
187,2018_05_04_10_04_57_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.612908E-11,FVA3,1.05,23,20,591
188,2018_05_04_11_32_17_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,,FVA3,0.1,80,20,56.7
189,2018_05_04_11_32_24_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,,FVA3,0.1,80,20,56.7
190,2018_05_04_11_33_04_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.423798E-11,FVA3,0.1,80,20,56.7
191,2018_05_04_11_33_09_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,9.649618E-11,FVA3,0.195,80,20,86.6
192,2018_05_04_11_33_20_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,,FVA3,0.195,80,20,86.6
193,2018_05_04_11_34_12_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.685064E-10,FVA3,0.272,80,20,97.8
194,2018_05_04_11_34_17_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.735118E-10,FVA3,0.272,80,20,97.8
195,2018_05_04_11_34_22_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.649234E-10,FVA3,0.272,80,20,97.8
196,2018_05_04_11_34_29_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.914635E-10,FVA3,0.272,80,20,97.8
197,2018_05_04_11_35_26_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,2.046117E-10,FVA3,0.534,80,20,137.4
198,2018_05_04_11_35_33_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,2.799137E-10,FVA3,0.534,80,20,137.4
199,2018_05_04_11_35_38_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.537337E-10,FVA3,0.534,80,20,137.4
200,2018_05_04_11_35_44_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.554074E-10,FVA3,0.534,80,20,137.4
201,2018_05_04_11_36_21_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.718715E-10,FVA3,0.748,80,20,160.9
202,2018_05_04_11_36_30_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.794222E-10,FVA3,0.748,80,20,160.9
203,2018_05_04_11_36_36_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.569091E-10,FVA3,0.748,80,20,160.9
204,2018_05_04_11_36_41_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.807305E-10,FVA3,0.748,80,20,160.9
205,2018_05_04_11_37_15_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,2.068231E-10,FVA3,1.05,80,20,188.5
206,2018_05_04_11_37_21_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.519411E-10,FVA3,1.05,80,20,188.5
207,2018_05_04_11_37_25_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.586907E-09,FVA3,1.05,80,20,188.5
208,2018_05_04_11_37_30_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.968078E-10,FVA3,1.05,80,20,188.5
209,2018_05_04_11_37_36_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,2.707232E-10,FVA3,1.05,80,20,188.5
210,2018_05_04_11_38_04_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.471917E-10,FVA3,1.47,80,20,214.9
211,2018_05_04_11_38_09_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.544871E-10,FVA3,1.47,80,20,214.9
212,2018_05_04_11_38_13_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,2.838896E-10,FVA3,1.47,80,20,214.9
213,2018_05_04_11_38_18_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.723293E-10,FVA3,1.47,80,20,214.9
214,2018_05_04_11_38_23_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.574842E-10,FVA3,1.47,80,20,214.9
215,2018_05_04_11_38_28_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.942816E-10,FVA3,1.47,80,20,214.9
216,2018_05_04_11_38_33_m009,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.603529E-10,FVA3,1.47,80,20,214.9
